full_team_name,team_name,real_team_name,league_id,league_name,team_id,division_id,division_name,division_full_name,conference_id,conference_name,conference_full_name,league,team_league_id,city_name,state_name,country,stadium_id,logo_filename
New_York_Rangers,new_york_rangers,New York Rangers,5,nhl,1115,129,Metropolitan, Metropolitan,112,Eastern, Eastern Conference,NHL,113,new_york,ny,us,181,new_york_rangers_logo.png
Philadelphia_Flyers,philadelphia_flyers,Philadelphia Flyers,5,nhl,1125,129,Metropolitan, Metropolitan,112,Eastern, Eastern Conference,NHL,114,philadelphia,pa,us,240,philadelphia_flyers_logo.png
Pittsburgh_Penguins,pittsburgh_penguins,Pittsburgh Penguins,5,nhl,1130,129,Metropolitan, Metropolitan,112,Eastern, Eastern Conference,NHL,115,pittsburgh,pa,us,200,pittsburgh_penguins_logo.png
Washington_Capitals,washington_capitals,Washington Capitals,5,nhl,1167,129,Metropolitan, Metropolitan,112,Eastern, Eastern Conference,NHL,116,washington,dc,us,125,washington_capitals_logo.png
Chicago_Blackhawks,chicago_blackhawks,Chicago Blackhawks,5,nhl,1030,130,Central, Central,113,Western, Western Conference,NHL,117,chicago,il,us,237,chicago_blackhawks_logo.png
Colorado_Avalanche,colorado_avalanche,Colorado Avalanche,5,nhl,1041,130,Central, Central,113,Western, Western Conference,NHL,118,colorado,co,us,112,colorado_avalanche_logo.png
Dallas_Stars,dallas_stars,Dallas Stars,5,nhl,1050,130,Central, Central,113,Western, Western Conference,NHL,119,dallas,tx,us,106,dallas_stars_logo.png
Minnesota_Wild,minnesota_wild,Minnesota Wild,5,nhl,1099,130,Central, Central,113,Western, Western Conference,NHL,120,minneapolis,mn,us,159,minnesota_wild_logo.png
Nashville_Predators,nashville_predators,Nashville Predators,5,nhl,1101,130,Central, Central,113,Western, Western Conference,NHL,121,nashville,tn,us,120,nashville_predators_logo.png
St._Louis_Blues,st._louis_blues,St. Louis Blues,5,nhl,1150,130,Central, Central,113,Western, Western Conference,NHL,122,st_louis,mo,us,145,st._louis_blues_logo.png
Utah_Mammoth,utah_mammoth,Utah Mammoth,5,nhl,1163,130,Central, Central,113,Western, Western Conference,NHL,123,salt_lake_city,ut,us,139,utah_mammoth_logo.png
Winnipeg_Jets,winnipeg_jets,Winnipeg Jets,5,nhl,1172,130,Central, Central,113,Western, Western Conference,NHL,124,winnipeg,mb,ca,123,winnipeg_jets_logo.png
Anaheim_Ducks,anaheim_ducks,Anaheim Ducks,5,nhl,1006,131,Pacific, Pacific,113,Western, Western Conference,NHL,125,anaheim,ca,us,163,anaheim_ducks_logo.png
Calgary_Flames,calgary_flames,Calgary Flames,5,nhl,1023,131,Pacific, Pacific,113,Western, Western Conference,NHL,126,calgary,ab,ca,214,calgary_flames_logo.png
Edmonton_Oilers,edmonton_oilers,Edmonton Oilers,5,nhl,1058,131,Pacific, Pacific,113,Western, Western Conference,NHL,127,edmonton,ab,ca,210,edmonton_oilers_logo.png
Los_Angeles_Kings,los_angeles_kings,Los Angeles Kings,5,nhl,1084,131,Pacific, Pacific,113,Western, Western Conference,NHL,128,los_angeles,ca,us,137,los_angeles_kings_logo.png
San_Jose_Sharks,san_jose_sharks,San Jose Sharks,5,nhl,1143,131,Pacific, Pacific,113,Western, Western Conference,NHL,129,san_jose,ca,us,211,san_jose_sharks_logo.png
Seattle_Kraken,seattle_kraken,Seattle Kraken,5,nhl,1144,131,Pacific, Pacific,113,Western, Western Conference,NHL,130,seattle,wa,us,133,seattle_kraken_logo.png
Vancouver_Canucks,vancouver_canucks,Vancouver Canucks,5,nhl,1164,131,Pacific, Pacific,113,Western, Western Conference,NHL,131,vancouver,bc,ca,208,vancouver_canucks_logo.png
Vegas_Golden_Knights,vegas_golden_knights,Vegas Golden Knights,5,nhl,1166,131,Pacific, Pacific,113,Western, Western Conference,NHL,132,las_vegas,nv,us,226,vegas_golden_knights_logo.png
WNBA,wnba,Women's National Basketball League,6,wnba,1005,132,UA,Unaffiliated,114,UA,Unaffiliated,WNBA,100,new_york,ny,us,0,wnba_logo.png
Atlanta_Dream,atlanta_dream,Atlanta Dream,6,wnba,1010,133,Eastern, Eastern Conference,115,Eastern, Eastern Conference,WNBA,101,atlanta,ga,us,153,atlanta_dream_logo.png
Chicago_Sky,chicago_sky,Chicago Sky,6,wnba,1034,133,Eastern, Eastern Conference,115,Eastern, Eastern Conference,WNBA,102,chicago,il,us,238,chicago_sky_logo.png
Connecticut_Sun,connecticut_sun,Connecticut Sun,6,wnba,1046,133,Eastern, Eastern Conference,115,Eastern, Eastern Conference,WNBA,103,uncasville,ct,us,186,connecticut_sun_logo.png
Indiana_Fever,indiana_fever,Indiana Fever,6,wnba,1069,133,Eastern, Eastern Conference,115,Eastern, Eastern Conference,WNBA,104,indiana,in,us,152,indiana_fever_logo.png
New_York_Liberty,new_york_liberty,New York Liberty,6,wnba,1113,133,Eastern, Eastern Conference,115,Eastern, Eastern Conference,WNBA,105,new_york,ny,us,114,new_york_liberty_logo.png
Washington_Mystics,washington_mystics,Washington Mystics,6,wnba,1169,133,Eastern, Eastern Conference,115,Eastern, Eastern Conference,WNBA,106,washington,dc,us,126,washington_mystics_logo.png
Dallas_Wings,dallas_wings,Dallas Wings,6,wnba,1051,134,Western, Western Conference,116,Western, Western Conference,WNBA,107,dallas,tx,us,134,dallas_wings_logo.png
Golden_State_Valkyries,golden_state_valkyries,Golden State Valkyries,6,wnba,1062,134,Western, Western Conference,116,Western, Western Conference,WNBA,108,san_francisco,ca,us,127,golden_state_valkyries_logo.png
Las_Vegas_Aces,las_vegas_aces,Las Vegas Aces,6,wnba,1078,134,Western, Western Conference,116,Western, Western Conference,WNBA,109,las_vegas,nv,us,184,las_vegas_aces_logo.png
Los_Angeles_Sparks,los_angeles_sparks,Los Angeles Sparks,6,wnba,1087,134,Western, Western Conference,116,Western, Western Conference,WNBA,110,los_angeles,ca,us,137,los_angeles_sparks_logo.png
Minnesota_Lynx,minnesota_lynx,Minnesota Lynx,6,wnba,1094,134,Western, Western Conference,116,Western, Western Conference,WNBA,111,minneapolis,mn,us,228,minnesota_lynx_logo.png
Phoenix_Mercury,phoenix_mercury,Phoenix Mercury,6,wnba,1128,134,Western, Western Conference,116,Western, Western Conference,WNBA,112,phoenix,az,us,198,phoenix_mercury_logo.png
Seattle_Storm,seattle_storm,Seattle Storm,6,wnba,1148,134,Western, Western Conference,116,Western, Western Conference,WNBA,113,seattle,wa,us,133,seattle_storm_logo.png
IPL,ipl,India Premier League,7,Ipl,1173,135,UA,Unaffiliated,117,UA,Unaffiliated,IPL,100,mumbai,mh,in,,ipl_logo.png
Chennai_Super_Kings ,chennai_super_kings ,Chennai Super Kings ,7,ipl,1174,136,IPL,India Premier League,118,IPL,India Premier League,IPL,101,chennai,tn,in,242,chennai_super_kings _logo.png
Delhi_Capitals,delhi_capitals,Delhi Capitals,7,ipl,1175,136,IPL,India Premier League,118,IPL,India Premier League,IPL,102,delhi,dl,in,243,delhi_capitals_logo.png
Gujarat_Titans,gujarat_titans,Gujarat Titans,7,ipl,1176,136,IPL,India Premier League,118,IPL,India Premier League,IPL,103,ahmedabad,gj,in,244,gujarat_titans_logo.png
Kolkata_Knight_Riders,kolkata_knight_riders,Kolkata Knight Riders,7,ipl,1177,136,IPL,India Premier League,118,IPL,India Premier League,IPL,104,kolkata,wb,in,245,kolkata_knight_riders_logo.png
Lucknow_Super_Giants,lucknow_super_giants,Lucknow Super Giants,7,ipl,1178,136,IPL,India Premier League,118,IPL,India Premier League,IPL,105,lucknow,up,in,246,lucknow_super_giants_logo.png
Mumbai_Indians,mumbai_indians,Mumbai Indians,7,ipl,1179,136,IPL,India Premier League,118,IPL,India Premier League,IPL,106,mumbai,mh,in,247,mumbai_indians_logo.png
Punjab_Kings,punjab_kings,Punjab Kings,7,ipl,1180,136,IPL,India Premier League,118,IPL,India Premier League,IPL,107,mohali,pb,in,248,punjab_kings_logo.png
Rajasthan_Royals,rajasthan_royals,Rajasthan Royals,7,ipl,1181,136,IPL,India Premier League,118,IPL,India Premier League,IPL,108,jaipur,rj,in,249,rajasthan_royals_logo.png
Royal_Challengers_Bengaluru,royal_challengers_bengaluru,Royal Challengers Bengaluru,7,ipl,1182,136,IPL,India Premier League,118,IPL,India Premier League,IPL,109,bengaluru,ka,in,250,royal_challengers_bengaluru_logo.png
Sunrisers_Hyderabad,sunrisers_hyderabad,Sunrisers Hyderabad,7,ipl,1183,136,IPL,India Premier League,118,IPL,India Premier League,IPL,110,hyderabad,tg,in,251,sunrisers_hyderabad_logo.png
